WKT,LEVEL,h3_index,COMP_CAR_1,COMP_CAR_2,COMP_CAR_3,COMP_CAR_4,COMP_CAR_5,COMP_CAR_6,COMP_CAR_7
"POLYGON ((-3.65973475596088 40.4000125528258,-3.66149754778409 40.3987963497316,-3.66102877279412 40.3969446649478,-3.65879731957933 40.396309200796,-3.65703458431815 40.39752537495,-3.65750324570915 40.3993770421948,-3.65973475596088 40.4000125528258))",9,89390ca224fffff,0.930178695565202,2.14760391899539,-0.186792647222984,-0.0625901193772983,-0.898562883537174,-0.368583917770043,0.917047057139474
"POLYGON ((-3.66513584033664 40.4049868513705,-3.66689874526933 40.4037705903903,-3.6664297797965 40.4019188957447,-3.66419802300679 40.4012834796058,-3.66243517462641 40.402499711642,-3.66290402648284 40.40435138876,-3.66513584033664 40.4049868513705))",9,89390ca2253ffff,0.786675482212758,2.40233030978857,-0.156464903082123,-0.271387242118777,-0.496614558445192,-0.247545430925142,0.133237462928444
"POLYGON ((-3.66114110267463 40.4055675617145,-3.66290402648284 40.40435138876,-3.66243517462641 40.402499711642,-3.66020351257791 40.4018642250137,-3.65844064533577 40.4030803690298,-3.65890938357549 40.4049320286115,-3.66114110267463 40.4055675617145))",9,89390ca2257ffff,0.776252242750685,2.37199903736718,-0.153635127497639,-0.268985653542569,-0.433464842600059,-0.243310691449583,0.165948126364137
"POLYGON ((-3.6664297797965 40.4019188957447,-3.66819260929693 40.4007025756889,-3.66772362546487 40.3988508684429,-3.66549192573912 40.3982154987762,-3.66372915278209 40.3994317898845,-3.66419802300679 40.4012834796058,-3.6664297797965 40.4019188957447))",9,89390ca225bffff,0.738066092019351,2.51751979360388,-0.223365608867817,-0.285220884903373,-0.561771036061234,-0.24603509379491,-0.411906697960463
"POLYGON ((-3.65174619004994 40.4011736032374,-3.65350901955096 40.3999575761731,-3.65304047175926 40.398105926476,-3.65080920806555 40.3974703213984,-3.64904643515407 40.3986863195334,-3.64951486934618 40.4005379516742,-3.65174619004994 40.4011736032374))",9,89390ca2263ffff,1.02306456593808,1.77933589353888,-0.117388820293225,-0.00144456917767551,-0.863483415949532,-0.398501494251836,1.88583147457604
"POLYGON ((-3.62109030870019 40.402744634445,-3.62285321281548 40.4015292523933,-3.62238555537039 40.399677730773,-3.62015510740245 40.3990416088257,-3.61839225997781 40.4002569619885,-3.61885980382989 40.4021084659865,-3.62109030870019 40.402744634445))",9,89390ca236fffff,1.12633578523137,1.60969850009058,-0.132059297726016,0.560617645326368,-0.195658769060163,0.487098668151281,1.43343762230738
"POLYGON ((-3.65304047175926 40.398105926476,-3.65480322585465 40.3968898403313,-3.65433465967629 40.3950381780427,-3.65210345299254 40.3944026194513,-3.65034075547777 40.3956186766632,-3.65080920806555 40.3974703213984,-3.65304047175926 40.398105926476))",9,89390ca226bffff,1.07827409535778,1.76306940286242,-0.0972967952709229,0.0811896008224544,-1.0376329687498,-0.478340574442083,1.89342335954249
"POLYGON ((-3.65444619196124 40.4036608679156,-3.65620907804698 40.4024448119202,-3.65574043503796 40.4005931572742,-3.65350901955096 40.3999575761731,-3.65174619004994 40.4011736032374,-3.65221471945062 40.4030252403328,-3.65444619196124 40.4036608679156))",9,89390ca2273ffff,0.96611280095149,1.92330861308275,-0.152731179983442,-0.0698453737345904,-0.756726487504464,-0.324328308366958,1.59470813900522
"POLYGON ((-3.65045181453948 40.4042412083069,-3.65221471945062 40.4030252403328,-3.65174619004994 40.4011736032374,-3.64951486934618 40.4005379516742,-3.6477520210335 40.4017538907227,-3.64822043682554 40.4036055102589,-3.65045181453948 40.4042412083069))",9,89390ca2277ffff,0.976148109793103,1.91550410499089,-0.0587348871881417,-0.0529866057144719,-0.59180537657498,-0.292617954222271,1.83122281365925
"POLYGON ((-3.65574043503796 40.4005931572742,-3.65750324570915 40.3993770421948,-3.65703458431815 40.39752537495,-3.65480322585465 40.3968898403313,-3.65304047175926 40.398105926476,-3.65350901955096 40.3999575761731,-3.65574043503796 40.4005931572742))",9,89390ca227bffff,1.03236165487046,1.78223401403382,-0.115597995199787,0.0654663078410022,-0.935912700501259,-0.440564776419935,1.90975001628381
"POLYGON ((-3.65995914440482 40.4172579567162,-3.66172235111153 40.4160419321344,-3.6612534591194 40.4141902879932,-3.65902147407254 40.4135546859718,-3.65725832395379 40.4147706816239,-3.65772710229336 40.416622308226,-3.65995914440482 40.4172579567162))",9,89390ca2283ffff,0.896402117802999,2.24673644171986,-0.115894908583093,-0.14076515079472,-0.338713513657194,0.00486003369774202,1.30946844886349
"POLYGON ((-3.65596387672875 40.4178382447581,-3.65772710229336 40.416622308226,-3.65725832395379 40.4147706816239,-3.65502643370191 40.4141350091007,-3.65326326473903 40.4153509167086,-3.65373192942571 40.4172025257628,-3.65596387672875 40.4178382447581))",9,89390ca2287ffff,0.859314341314837,2.25901155143292,-0.117978350634717,-0.164245120625349,-0.261064424943684,-0.100735245551941,1.30143748734067
"POLYGON ((-3.6612534591194 40.4141902879932,-3.66301659037584 40.4129742042974,-3.66254768000698 40.4111225475146,-3.6603157520246 40.4104869919629,-3.65855267734719 40.4117030467254,-3.65902147407254 40.4135546859718,-3.6612534591194 40.4141902879932))",9,89390ca228bffff,0.767064211481821,2.41425133483255,-0.15852814668557,-0.258710526711829,-0.208414544084,-0.282858221977929,0.385597317410518
"POLYGON ((-3.65725832395379 40.4147706816239,-3.65902147407254 40.4135546859718,-3.65855267734719 40.4117030467254,-3.65632084414636 40.4110674206749,-3.65455775062042 40.4122833873992,-3.65502643370191 40.4141350091007,-3.65725832395379 40.4147706816239))",9,89390ca228fffff,0.830778220145376,2.29457788650006,-0.124938880729407,-0.190381167897882,-0.211467798615781,-0.120319760695488,1.00556118158034
"POLYGON ((-3.66266021199545 40.4197452126479,-3.66442347528525 40.4185291591345,-3.66395448801293 40.4166775101115,-3.66172235111153 40.4160419321344,-3.65995914440482 40.4172579567162,-3.66042801801585 40.4191095882057,-3.66266021199545 40.4197452126479))",9,89390ca2293ffff,0.641686537762941,2.77237628138192,-0.109964902855674,-0.408294522176826,-0.121373155564598,0.00899835329521359,-0.853964086068117
"POLYGON ((-3.66395448801293 40.4166775101115,-3.66571767584356 40.4154613974805,-3.66524867019917 40.4136097358087,-3.66301659037584 40.4129742042974,-3.6612534591194 40.4141902879932,-3.66172235111153 40.4160419321344,-3.66395448801293 40.4166775101115))",9,89390ca229bffff,0.687940854734969,2.68556252176973,-0.0589688184473193,-0.381548232877198,-0.0919020507035148,-0.0272879763618135,-0.431048008395028
"POLYGON ((-3.64926828151179 40.4159309932546,-3.65103146930063 40.4147151736915,-3.6505628998633 40.4128635695435,-3.64833125628103 40.4122278025197,-3.64656812511253 40.4134435931659,-3.64703658090538 40.4152951797517,-3.64926828151179 40.4159309932546))",9,89390ca22a3ffff,0.948663617263104,2.06613014418048,-0.0767410770903588,-0.0681706125345491,-0.35540638344774,-0.101203353599836,1.83423840966675
"POLYGON ((-3.66159068793347 40.4400574400443,-3.66335444182753 40.4388416244293,-3.66288535583396 40.4369900291545,-3.6606526296697 40.4363542670302,-3.65888893239358 40.4375700537276,-3.65935790466316 40.4394216314659,-3.66159068793347 40.4400574400443))",9,89390ca2463ffff,0.621343449028834,2.6914689820269,-0.141343257422263,-0.761695089006037,-0.380722440619841,-0.480782179256888,-1.43407346163827
"POLYGON ((-3.65100750396599 40.4473513027085,-3.65277144659128 40.4461357816847,-3.65230262486455 40.4442842469638,-3.65006997425466 40.4436482508251,-3.64830608829272 40.4448637429494,-3.64877479627674 40.4467152601108,-3.65100750396599 40.4473513027085))",9,89390ca2427ffff,0.946224183689084,2.06509297871457,0.100511245792753,0.070797115317987,-0.615844400370248,-0.798469140339791,1.23312850946956
"POLYGON ((-3.65629923749252 40.4437045923254,-3.65806308576346 40.4424889239949,-3.6575941318919 40.4406373589847,-3.65536144348218 40.440001479852,-3.65359765185187 40.4412171192739,-3.65406649199009 40.4430686667361,-3.65629923749252 40.4437045923254))",9,89390ca242bffff,0.800081124945874,2.37578985754224,0.0224622118574135,-0.105244620803633,-0.537416618029176,-0.590356649355603,0.0936963784089811
"POLYGON ((-3.65230262486455 40.4442842469638,-3.65406649199009 40.4430686667361,-3.65359765185187 40.4412171192739,-3.65136505832122 40.4405811695949,-3.64960124785014 40.4417967209195,-3.65006997425466 40.4436482508251,-3.65230262486455 40.4442842469638))",9,89390ca242fffff,0.919687160055732,2.16948853062611,0.0911057464080637,0.0313688048997129,-0.661542110940035,-0.649837050933371,0.960187449938083
"POLYGON ((-3.65770612083808 40.4492592411896,-3.65947010125791 40.4480436031499,-3.65900107044442 40.4461920460817,-3.65676817296166 40.4455561445972,-3.65500424918655 40.4467717537298,-3.6554731662489 40.4486232932529,-3.65770612083808 40.4492592411896))",9,89390ca2433ffff,0.816630032605265,2.21223505677601,-0.0991393974919999,-0.0210361941056413,-0.379581450156458,-0.585927532041442,0.270845558661274
"POLYGON ((-3.65370916696509 40.4498388431782,-3.6554731662489 40.4486232932529,-3.65500424918655 40.4467717537298,-3.65277144659128 40.4461357816847,-3.65100750396599 40.4473513027085,-3.65147630727687 40.4492028246778,-3.65370916696509 40.4498388431782))",9,89390ca2437ffff,0.900916011521947,2.10576096065507,-0.0661404455562724,-0.0582170046756256,-0.434524230169107,-0.669359225403706,1.02224454474218
"POLYGON ((-3.67228644783141 40.4413843870933,-3.67405022050197 40.4401683663568,-3.67358081170024 40.4383167312409,-3.67134774395942 40.4376811343739,-3.66958402787437 40.43889712618,-3.67005332294404 40.4407487437824,-3.67228644783141 40.4413843870933))",9,89390ca2443ffff,0.495721568827521,2.9116097637992,-0.22757826421631,-0.854355633285551,-0.141883058417813,-0.342208071775234,-2.6668244723309
"POLYGON ((-3.66828953134611 40.4419646764182,-3.67005332294404 40.4407487437824,-3.66958402787437 40.43889712618,-3.66735105493853 40.4382614587344,-3.66558731993986 40.4394773624453,-3.66605650127716 40.4413289625255,-3.66828953134611 40.4419646764182))",9,89390ca2447ffff,0.455122180998432,2.8023874485339,-0.192709625106124,-0.907211688545586,-0.0972281436260275,-0.363204841802584,-2.49050463549377
"POLYGON ((-3.67358081170024 40.4383167312409,-3.67534450885349 40.4371006513402,-3.67487508168993 40.4352490035077,-3.67264207109555 40.4346134530854,-3.67087843051888 40.435829504052,-3.67134774395942 40.4376811343739,-3.67358081170024 40.4383167312409))",9,89390ca244bffff,0.411049589253372,2.89235869108239,-0.227305435087713,-0.946525671464823,-0.137772583719925,-0.492155581831337,-2.62864242132348
"POLYGON ((-3.66958402787437 40.43889712618,-3.67134774395942 40.4376811343739,-3.67087843051888 40.435829504052,-3.66864551471599 40.4351938830543,-3.6668818552213 40.4364098459318,-3.66735105493853 40.4382614587344,-3.66958402787437 40.43889712618))",9,89390ca244fffff,0.427178635489445,2.82670121987899,-0.215461262583103,-0.922523350510404,-0.161124220707393,-0.557305084212866,-2.4610861829662
"POLYGON ((-3.67498911511438 40.4438716286438,-3.67675294436554 40.4426555789749,-3.67628344018924 40.440803939078,-3.67405022050197 40.4401683663568,-3.67228644783141 40.4413843870933,-3.67275583826695 40.4432360094824,-3.67498911511438 40.4438716286438))",9,89390ca2453ffff,0.479349364890351,2.90859904453864,-0.229067203043537,-0.865897411103858,-0.0159444547169915,-0.253169988780354,-2.75609848038951
"POLYGON ((-3.6709919900746 40.4444519710452,-3.67275583826695 40.4432360094824,-3.67228644783141 40.4413843870933,-3.67005332294404 40.4407487437824,-3.66828953134611 40.4419646764182,-3.66875880804053 40.4438162812909,-3.6709919900746 40.4444519710452))",9,89390ca2457ffff,0.537564944332075,2.86511658338061,-0.218646025958119,-0.861071770230635,-0.113298279011862,-0.355437650738969,-2.34447957125572
"POLYGON ((-3.67628344018924 40.440803939078,-3.67804719391417 40.4395878302414,-3.67757767138074 40.4377361776206,-3.67534450885349 40.4371006513402,-3.67358081170024 40.4383167312409,-3.67405022050197 40.4401683663568,-3.67628344018924 40.440803939078))",9,89390ca245bffff,0.474463631576383,2.93592067096005,-0.232163004829514,-0.871271852904703,-0.053920997791178,-0.135294060414137,-2.79990381271583
"POLYGON ((-3.65500424918655 40.4467717537298,-3.65676817296166 40.4455561445972,-3.65629923749252 40.4437045923254,-3.65406649199009 40.4430686667361,-3.65230262486455 40.4442842469638,-3.65277144659128 40.4461357816847,-3.65500424918655 40.4467717537298))",9,89390ca2423ffff,0.923617238224113,2.17567021638835,0.0905616702873961,0.045290983693937,-0.639564929344707,-0.625999813440333,0.995603103131174
"POLYGON ((-3.6575941318919 40.4406373589847,-3.65935790466316 40.4394216314659,-3.65888893239358 40.4375700537276,-3.65665630107641 40.4369342210521,-3.65489258493687 40.4381499196588,-3.65536144348218 40.440001479852,-3.6575941318919 40.4406373589847))",9,89390ca2467ffff,0.85182516991131,2.33677465614163,-0.0668305950597128,-0.0527151226971793,-0.700003294059379,-0.56637044975479,0.516174416735286
"POLYGON ((-3.66288535583396 40.4369900291545,-3.66464903422847 40.4357741543667,-3.66417992985027 40.433922546377,-3.66194726079192 40.4332868307074,-3.66018363900644 40.434502676574,-3.6606526296697 40.4363542670302,-3.66288535583396 40.4369900291545))",9,89390ca246bffff,0.556220649852441,2.76246330918008,-0.190397234076292,-0.82509824988735,-0.383428509009301,-0.517696477101895,-1.76723660020451
"POLYGON ((-3.65888893239358 40.4375700537276,-3.6606526296697 40.4363542670302,-3.66018363900644 40.434502676574,-3.65795106478172 40.4338668903563,-3.65618742412841 40.4350826481381,-3.65665630107641 40.4369342210521,-3.65888893239358 40.4375700537276))",9,89390ca246fffff,0.681505306406343,2.52612192695037,-0.127474351974767,-0.665758518160234,-0.570385723445621,-0.581557709946572,-0.702412323976699
"POLYGON ((-3.66429269077002 40.4425448070602,-3.66605650127716 40.4413289625255,-3.66558731993986 40.4394773624453,-3.66335444182753 40.4388416244293,-3.66159068793347 40.4400574400443,-3.66205975553806 40.4419090225939,-3.66429269077002 40.4425448070602))",9,89390ca2473ffff,0.587361277395842,2.74139283787539,-0.18193824464573,-0.769928804249833,-0.26092688627167,-0.487212630087216,-1.83325010358055
"POLYGON ((-3.66029592613992 40.4431247790267,-3.66205975553806 40.4419090225939,-3.66159068793347 40.4400574400443,-3.65935790466316 40.4394216314659,-3.6575941318919 40.4406373589847,-3.65806308576346 40.4424889239949,-3.66029592613992 40.4431247790267))",9,89390ca2477ffff,0.668030331575252,2.66963521298672,-0.137158854437786,-0.682328196683197,-0.373780919888648,-0.549012059239145,-1.15651665643893
"POLYGON ((-3.66558731993986 40.4394773624453,-3.66735105493853 40.4382614587344,-3.6668818552213 40.4364098459318,-3.66464903422847 40.4357741543667,-3.66288535583396 40.4369900291545,-3.66335444182753 40.4388416244293,-3.66558731993986 40.4394773624453))",9,89390ca247bffff,0.509737862165387,2.81422639376771,-0.191443906055003,-0.876280905832543,-0.246660047716975,-0.41689770095177,-2.14409464925985
"POLYGON ((-3.66981087580348 40.4561416675927,-3.67157500720467 40.4549258546906,-3.67110557650072 40.4530742657923,-3.66887212817199 40.4524385073144,-3.66710805338711 40.4536542912984,-3.66757737031406 40.4555058626773,-3.66981087580348 40.4561416675927))",9,89390ca2483ffff,0.675920386509567,2.36603437095672,-0.166415315944844,-0.628992919836902,0.164083347074078,-0.453045942370097,-0.807169326579301
"POLYGON ((-3.66581321998929 40.4567215874492,-3.66757737031406 40.4555058626773,-3.66710805338711 40.4536542912984,-3.66487469991216 40.4530184622182,-3.6631106062175 40.4542341580774,-3.6635798093671 40.4560857119283,-3.66581321998929 40.4567215874492))",9,89390ca2487ffff,0.720283713864535,2.34973776164361,-0.163132522977702,-0.609877123573633,0.0597092852407656,-0.503977875166294,-0.478864439740974
"POLYGON ((-3.67110557650072 40.4530742657923,-3.67286963235761 40.4518583936841,-3.672400183279 40.4500067920208,-3.67016679211086 40.4493710799811,-3.66840279286133 40.4505869231675,-3.66887212817199 40.4524385073144,-3.67110557650072 40.4530742657923))",9,89390ca248bffff,0.66489554926183,2.45887975367054,-0.196496012657384,-0.646521633922688,0.107860154787819,-0.427346410077963,-1.08928587426661
"POLYGON ((-3.66710805338711 40.4536542912984,-3.66887212817199 40.4524385073144,-3.66840279286133 40.4505869231675,-3.66616949653348 40.4499511405286,-3.66440547836978 40.4511668955964,-3.66487469991216 40.4530184622182,-3.66710805338711 40.4536542912984))",9,89390ca248fffff,0.614708332090424,2.5388412229694,-0.186826224743163,-0.705491243024739,0.0941125800940056,-0.491007026453974,-1.35391217818937
"POLYGON ((-3.67251394564082 40.4586290244512,-3.67427813365343 40.457413182629,-3.67380860754278 40.4555615889924,-3.67157500720467 40.4549258546906,-3.66981087580348 40.4561416675927,-3.67028028812839 40.4579932437157,-3.67251394564082 40.4586290244512))",9,89390ca2493ffff,0.692188439898097,2.19972753523094,-0.18989175453724,-0.591598811490924,0.216489702644561,-0.512803118611763,-0.530394301720654
"POLYGON ((-3.6685160811784 40.4592089974021,-3.67028028812839 40.4579932437157,-3.66981087580348 40.4561416675927,-3.66757737031406 40.4555058626773,-3.66581321998929 40.4567215874492,-3.66628251852815 40.4585731460499,-3.6685160811784 40.4592089974021))",9,89390ca2497ffff,0.722941084803264,2.25174530353751,-0.190598486130071,-0.587552721933031,0.184307055143617,-0.445709318131946,-0.255882150652311
"POLYGON ((-3.62000989063678 40.4230537030492,-3.62177328510445 40.421838558989,-3.62130552965207 40.4199870906273,-3.61907449338709 40.4193507839501,-3.61731115564501 40.4205658991355,-3.61777879744174 40.4224173498718,-3.62000989063678 40.4230537030492))",9,89390ca23b7ffff,1.10913020519978,1.70005530312393,0.03921300973573,0.0918862345064827,-0.429241962044096,-0.168561542028171,1.43794593843002
"POLYGON ((-3.62648714706972 40.4077199226921,-3.62825016455179 40.4065044828568,-3.62778231680763 40.4046529512457,-3.62555156519129 40.4040168770797,-3.6237886043902 40.4052322880222,-3.62425633852388 40.4070838020225,-3.62648714706972 40.4077199226921))",9,89390ca2373ffff,1.09605846919031,1.76832976921997,-0.0478875086515528,0.110634277067354,-0.218744568827085,0.125162231692151,1.85984185185804
"POLYGON ((-3.62778231680763 40.4046529512457,-3.62954525890607 40.4034374522841,-3.62907739271669 40.401585908054,-3.62684669802974 40.4009498803922,-3.62508381260335 40.4021653504575,-3.62555156519129 40.4040168770797,-3.62778231680763 40.4046529512457))",9,89390ca237bffff,1.08449136726437,1.66568404712378,-0.0285528116123002,0.488311060092683,-0.388722990425538,-0.113699600385023,1.61813871795633
"POLYGON ((-3.6319938672988 40.421316643611,-3.63375720562906 40.4201012353887,-3.63328910921156 40.4182497142027,-3.63105778811795 40.4176136188375,-3.62929450647199 40.4188289981685,-3.62976248923475 40.420680501755,-3.6319938672988 40.421316643611))",9,89390ca2383ffff,1.10828757358928,1.88012874525667,0.0798787565217172,-0.16981100435275,-0.473952356794969,-0.142052080460199,1.94886957732916
"POLYGON ((-3.62799913217386 40.4218958219238,-3.62976248923475 40.420680501755,-3.62929450647199 40.4188289981685,-3.62706328030279 40.4181928323579,-3.62529997993995 40.4194081236408,-3.62576784904767 40.4212596096192,-3.62799913217386 40.4218958219238))",9,89390ca2387ffff,1.10871833495654,1.80473500922781,0.0836347225046432,0.0587410988416129,-0.441184561015665,-0.17481856598112,1.78422110447195
"POLYGON ((-3.62929450647199 40.4188289981685,-3.63105778811795 40.4176136188375,-3.63058978690613 40.4157621025864,-3.6283586176938 40.4151259832704,-3.626595392737 40.416341333712,-3.62706328030279 40.4181928323579,-3.62929450647199 40.4188289981685))",9,89390ca238fffff,1.10854527481814,1.80939135832765,-0.0262873898536653,0.0553691594723624,-0.388289128253201,-0.0403597255229309,1.82965420841751
"POLYGON ((-3.63469347523938 40.4238042700114,-3.6364568702491 40.4225888328958,-3.6359886786125 40.4207373067881,-3.63375720562906 40.4201012353887,-3.6319938672988 40.421316643611,-3.63246194527193 40.423168152125,-3.63469347523938 40.4238042700114))",9,89390ca2393ffff,1.068830841586,1.90219673268757,0.0689178792187675,-0.170326991601333,-0.366043214941492,-0.348026052101875,1.8087400573421
"POLYGON ((-3.6306985315178 40.4243835011815,-3.63246194527193 40.423168152125,-3.6319938672988 40.421316643611,-3.62976248923475 40.420680501755,-3.62799913217386 40.4218958219238,-3.62846709648319 40.4237473128354,-3.6306985315178 40.4243835011815))",9,89390ca2397ffff,1.11025387528744,1.88311973493052,0.0758983219712865,0.0348911744382509,-0.534872368590599,-0.289863125736501,2.03347002590899
"POLYGON ((-3.62130552965207 40.4199870906273,-3.62306884871363 40.4187718873929,-3.62260107479414 40.4169204063608,-3.62037009545911 40.4162841461845,-3.61860683311421 40.4174993205405,-3.61907449338709 40.4193507839501,-3.62130552965207 40.4199870906273))",9,89390ca23a3ffff,1.11853057812075,1.73983254809528,0.0652525318702994,0.0902639064412442,-0.333616634185213,0.0401175847875648,1.54670561658716
"POLYGON ((-3.61731115564501 40.4205658991355,-3.61907449338709 40.4193507839501,-3.61860683311421 40.4174993205405,-3.61637594874554 40.4168629899461,-3.61461266773384 40.4180780762585,-3.61508021435984 40.4199295220371,-3.61731115564501 40.4205658991355))",9,89390ca23a7ffff,1.12421866903186,1.74116099233728,0.0333062811532995,0.0942258416777879,-0.309718117640402,0.112706803026559,1.40732005985509
"POLYGON ((-3.62260107479414 40.4169204063608,-3.62436431845408 40.4157051439618,-3.62389652607186 40.4138536502695,-3.62166560366667 40.4132174365947,-3.61990241671444 40.4144326701118,-3.62037009545911 40.4162841461845,-3.62260107479414 40.4169204063608))",9,89390ca23abffff,1.11824287000034,1.66423650921352,-0.024871933801957,0.315504199476922,-0.379536015670707,0.0363173288347445,1.55243992532435
"POLYGON ((-3.61860683311421 40.4174993205405,-3.62037009545911 40.4162841461845,-3.61990241671444 40.4144326701118,-3.61767158926217 40.413796386022,-3.61590838363874 40.4150115315015,-3.61637594874554 40.4168629899461,-3.61860683311421 40.4174993205405))",9,89390ca23afffff,1.1213495868101,1.70134235104034,0.0461084044643679,0.0829292424456759,-0.373554560136869,0.117840720477387,1.43751754814291
"POLYGON ((-3.62400447327429 40.422474841734,-3.62576784904767 40.4212596096192,-3.62529997993995 40.4194081236408,-3.62306884871363 40.4187718873929,-3.62130552965207 40.4199870906273,-3.62177328510445 40.421838558989,-3.62400447327429 40.422474841734))",9,89390ca23b3ffff,1.12729142649393,1.80115209674064,0.0832520561880669,0.0366802216338196,-0.402872243066206,0.00397884305236063,1.70276016471318
"POLYGON ((-3.68945295235322 40.4273702453414,-3.69121636603744 40.4261537237794,-3.69074654272927 40.4243019854046,-3.68851341943108 40.4236667860667,-3.6867500622553 40.4248832786675,-3.68721977186867 40.4267349995663,-3.68945295235322 40.4273702453414))",9,89390ca26dbffff,0.442364797100305,3.02452334825076,-0.0426057466474451,-0.835040422407294,0.0320111267416838,0.245398515393317,-1.99882659841447
"POLYGON ((-3.62529997993995 40.4194081236408,-3.62706328030279 40.4181928323579,-3.626595392737 40.416341333712,-3.62436431845408 40.4157051439618,-3.62260107479414 40.4169204063608,-3.62306884871363 40.4187718873929,-3.62529997993995 40.4194081236408))",9,89390ca23bbffff,1.11334619066624,1.7808474546787,0.0823139093929069,0.0472775630044992,-0.379217186450299,0.0604868753708478,1.62758036453034
"POLYGON ((-3.63857880377668 40.4146031648749,-3.64034197251502 40.4133875503089,-3.63987372558548 40.4115359862246,-3.63764242355338 40.4109000542903,-3.63587931146774 40.4121156399523,-3.63634744476091 40.4139671864515,-3.63857880377668 40.4146031648749))",9,89390ca23c3ffff,1.0458086874089,1.78261418535909,-0.0508562183510718,-0.202373761659315,-0.331889808507774,-0.194626028174593,1.82837714231685
"POLYGON ((-3.63987372558548 40.4115359862246,-3.64163681890904 40.4103203125277,-3.64116855355726 40.4084687358051,-3.6389373085087 40.4078328503606,-3.63717427182895 40.4090484951499,-3.63764242355338 40.4109000542903,-3.63987372558548 40.4115359862246))",9,89390ca23cbffff,1.05144298199335,1.87585290041998,-0.0545765057903158,0.0729626069928923,-0.451890466452656,-0.188905691523493,1.80957976990637
"POLYGON ((-3.63587931146774 40.4121156399523,-3.63764242355338 40.4109000542903,-3.63717427182895 40.4090484951499,-3.63494312164596 40.4084125392613,-3.63318006621789 40.4096280960212,-3.63364810431466 40.4114796375708,-3.63587931146774 40.4121156399523))",9,89390ca23cfffff,1.04925064234264,1.73547539265439,-0.0469629977332125,-0.194793499494121,-0.246813352166859,-0.194222602820568,1.69399347659269
"POLYGON ((-3.6657002566027 40.4480995611463,-3.66746419923997 40.4468837468796,-3.66699494092517 40.4450321547469,-3.66476185372302 40.4443963944078,-3.66299796770286 40.4456121797566,-3.66346711226716 40.4474637543613,-3.6657002566027 40.4480995611463))",9,89390ca2403ffff,0.598062319801802,2.73592303168109,-0.0883339127128833,-0.806787255732782,-0.0678122213593726,-0.491165067514866,-1.74838391451512
"POLYGON ((-3.66170315072952 40.4486794805148,-3.66346711226716 40.4474637543613,-3.66299796770286 40.4456121797566,-3.66076497535114 40.4449763488407,-3.65900107044442 40.4461920460817,-3.65947010125791 40.4480436031499,-3.66170315072952 40.4486794805148))",9,89390ca2407ffff,0.688861053021438,2.57439532731937,-0.0340586035868081,-0.707326681586666,-0.0994943820036857,-0.461571536911137,-0.878122521205398
"POLYGON ((-3.66699494092517 40.4450321547469,-3.66875880804053 40.4438162812909,-3.66828953134611 40.4419646764182,-3.66605650127716 40.4413289625255,-3.66429269077002 40.4425448070602,-3.66476185372302 40.4443963944078,-3.66699494092517 40.4450321547469))",9,89390ca240bffff,0.531263570548237,2.85645308067585,-0.198288598603419,-0.895742986919034,-0.0712332218015017,-0.3579179672454,-2.24415125082619
"POLYGON ((-3.66299796770286 40.4456121797566,-3.66476185372302 40.4443963944078,-3.66429269077002 40.4425448070602,-3.66205975553806 40.4419090225939,-3.66029592613992 40.4431247790267,-3.66076497535114 40.4449763488407,-3.66299796770286 40.4456121797566))",9,89390ca240fffff,0.633058105068188,2.75644269906525,-0.183153935709181,-0.799229917698543,-0.288858418227848,-0.52572247830617,-1.53498338286509
"POLYGON ((-3.66840279286133 40.4505869231675,-3.67016679211086 40.4493710799811,-3.66969743842086 40.4475194830765,-3.66746419923997 40.4468837468796,-3.6657002566027 40.4480995611463,-3.66616949653348 40.4499511405286,-3.66840279286133 40.4505869231675))",9,89390ca2413ffff,0.555116578666605,2.68428008547146,-0.197976235346259,-0.788012183837602,0.0703450327838233,-0.418538193131731,-1.97383875153934
"POLYGON ((-3.66440547836978 40.4511668955964,-3.66616949653348 40.4499511405286,-3.6657002566027 40.4480995611463,-3.66346711226716 40.4474637543613,-3.66170315072952 40.4486794805148,-3.66217227690076 40.4505310423663,-3.66440547836978 40.4511668955964))",9,89390ca2417ffff,0.641306213557705,2.60403582706671,-0.187025086840278,-0.740844848451828,-0.00279874289518223,-0.479522833975631,-1.29721574005801
"POLYGON ((-3.66969743842086 40.4475194830765,-3.67146136213954 40.4463035806971,-3.6709919900746 40.4444519710452,-3.66875880804053 40.4438162812909,-3.66699494092517 40.4450321547469,-3.66746419923997 40.4468837468796,-3.66969743842086 40.4475194830765))",9,89390ca241bffff,0.54558348039936,2.79281384042143,-0.0980928354328566,-0.837554803867731,0.0297634288265735,-0.378266967594543,-2.13638799714419
"POLYGON ((-3.6969798792961 40.3917111422643,-3.69874242521572 40.3904940880494,-3.69827260956282 40.3886422332421,-3.6960403615766 40.3880074501071,-3.69427787208614 40.389224475329,-3.69474757415215 40.3910763126777,-3.6969798792961 40.3917111422643))",9,89390ca3083ffff,0.814923313819858,2.62457927445645,-0.176316120464493,-0.423951054198431,-0.881012336960423,-0.353411841761082,-0.29536190368391
