WKT,GEOCODE_9,TOTALVIEWS,LEADS,WALK_TRANSPORT_METRO,WALK_TRANSPORT_TRAIN,CAR_TRANSPORT_TRAIN,WALK_TRANSPORT_BUS,AVG_UNITPRICE,MED_UNITPRICE,MED_PRICE,N,STD_TRANSPORT_TRAIN,STD_TRANSPORT_METRO,STD_TRANSPORT_BUS,STD_TRANSPORT_COMMUTING_ALL,STD_TRANSPORT_COMMUTING_RAILWAY,h3_index
"POLYGON ((-4.0664275733143 40.3516741938341,-4.06818862987246 40.3504491625164,-4.06770822631919 40.3485957667303,-4.06546687979136 40.3479674189204,-4.06370587839985 40.3491924207526,-4.06418616836888 40.3510457998791,-4.0664275733143 40.3516741938341))","617996766669701119",34,0,0,0,72.2968502892058,0,1504.07044777211,1576.97740112994,279125,"3",-0.644054158589951,-0.722960290211499,-0.621810491903458,-0.621810491903458,-0.644054158589951,89390c8f5afffff
"POLYGON ((-4.17065998754524 40.5440768536572,-4.17242549724128 40.5428517268342,-4.17194076419359 40.5409984299578,-4.16969063566056 40.5403702763438,-4.16792518107698 40.5415953736691,-4.16840979991325 40.543448654105,-4.17065998754524 40.5440768536572))","617996767000788991",400,4,0.951229424500714,0.90483741803596,54.0819759322318,0,717.948717948718,717.948717948718,100000,"2",-0.458317590649412,-0.717167169469275,-0.621810491903458,-0.621810491903458,-0.458317590649412,89390c9096bffff
"POLYGON ((-4.29627092574325 40.5137704257026,-4.2980354817554 40.5125424133314,-4.29754725464004 40.5106885759846,-4.29529458566157 40.510062767175,-4.29353008429942 40.5112907498736,-4.29401819726498 40.5131445710532,-4.29627092574325 40.5137704257026))","617996767128715263",171.166666666667,0.5,0,0,17.1146121601846,0,720.238095238095,705.357142857143,79000,"6",-0.644054158589951,-0.722960290211499,-0.621810491903458,-0.621810491903458,-0.644054158589951,89390c9110bffff
"POLYGON ((-4.30028830251036 40.5131681958207,-4.30205283663603 40.5119400951258,-4.30156449537177 40.5100862416206,-4.29931173413 40.5094605049677,-4.29754725464004 40.5106885759846,-4.2980354817554 40.5125424133314,-4.30028830251036 40.5131681958207))","617996767133695999",164.833333333333,0.222222222222222,0,0,17.1146121601846,0,816.373020054527,846.153846153846,63500,"18",-0.644054158589951,-0.722960290211499,-0.621810491903458,-0.621810491903458,-0.644054158589951,89390c91157ffff
"POLYGON ((-4.2895129843875 40.5118927632945,-4.2912775076035 40.5106648689152,-4.29078949175649 40.5088110511033,-4.28853706683498 40.5081851438513,-4.28677259828865 40.5094130085651,-4.2872604999934 40.5112668101953,-4.2895129843875 40.5118927632945))","617996767135793151",45.5,0,0,0,21.8988655169455,0,923.076923076923,923.076923076923,60000,"4",-0.644054158589951,-0.722960290211499,-0.621810491903458,-0.621810491903458,-0.644054158589951,89390c91177ffff
"POLYGON ((-4.23693482987214 40.5024217779172,-4.2386992200769 40.5011948561265,-4.23821281351638 40.4993412050675,-4.23596213084971 40.4987144920936,-4.23419779547518 40.4999413842784,-4.23468408793637 40.5017950190419,-4.23693482987214 40.5024217779172))","617996767247728639",140.307692307692,1.03846153846154,0,0,31.416124464508,0,984.171464537246,963.722222222222,65750,"26",-0.644054158589951,-0.722960290211499,-0.621810491903458,-0.621810491903458,-0.644054158589951,89390c91823ffff
"POLYGON ((-4.23821281351638 40.4993412050675,-4.23997712730217 40.4981142245929,-4.23949070360061 40.4962605607548,-4.23724008020258 40.4956338936829,-4.2354758212382 40.4968608445482,-4.23596213084971 40.4987144920936,-4.23821281351638 40.4993412050675))","617996767248252927",208.542857142857,2.05714285714286,0,0,30.3476358507883,0,911.850731551286,914.893617021277,53100,"35",-0.644054158589951,-0.722960290211499,-0.621810491903458,-0.621810491903458,-0.644054158589951,89390c9182bffff
"POLYGON ((-4.23967211301574 40.5049021489567,-4.24143655804536 40.5036751975583,-4.24095005452243 40.5018215429989,-4.2386992200769 40.5011948561265,-4.23693482987214 40.5024217779172,-4.23742121928732 40.5042754161869,-4.23967211301574 40.5049021489567))","617996767248777215",103.471698113208,0.584905660377358,0,0,31.416124464508,0,1177.979826611,1035.71428571429,80050,"53",-0.644054158589951,-0.722960290211499,-0.621810491903458,-0.621810491903458,-0.644054158589951,89390c91833ffff
"POLYGON ((-4.23565675265887 40.505502279284,-4.23742121928732 40.5042754161869,-4.23693482987214 40.5024217779172,-4.23468408793637 40.5017950190419,-4.23291967614701 40.5030218525366,-4.23340595145361 40.5048754745079,-4.23565675265887 40.505502279284))","617996767249039359",135.564102564103,0.641025641025641,0,0,30.7467339840627,0,1248.24150661246,1117.02127659574,80000,"39",-0.644054158589951,-0.722960290211499,-0.621810491903458,-0.621810491903458,-0.644054158589951,89390c91837ffff
"POLYGON ((-4.24095005452243 40.5018215429989,-4.24271442312422 40.5005945329131,-4.24222790246521 40.4987408655672,-4.23997712730217 40.4981142245929,-4.23821281351638 40.4993412050675,-4.2386992200769 40.5011948561265,-4.24095005452243 40.5018215429989))","617996767249301503",105.4875,0.4,0,0,30.5566100739275,0,1160.14894888184,1104.01785714286,88250,"80",-0.644054158589951,-0.722960290211499,-0.621810491903458,-0.621810491903458,-0.644054158589951,89390c9183bffff
"POLYGON ((-4.23437858186756 40.5085827091478,-4.23614312492439 40.507355904754,-4.23565675265887 40.505502279284,-4.23340595145361 40.5048754745079,-4.23164146324471 40.5061022493027,-4.2321277213924 40.5079558584715,-4.23437858186756 40.5085827091478))","617996767276564479",15,0,0,0,31.416124464508,0,641.791044776119,641.791044776119,43000,"1",-0.644054158589951,-0.722960290211499,-0.621810491903458,-0.621810491903458,-0.644054158589951,89390c919dbffff
"POLYGON ((-4.25208443655271 40.5203843639462,-4.25384923210272 40.5191573231952,-4.25336226068238 40.5173036641676,-4.25111060787049 40.5166770621532,-4.24934586712729 40.5179040732905,-4.24983272438844 40.5197577160548,-4.25208443655271 40.5203843639462))","617996767315099647",182.615384615385,1.23076923076923,0,0,29.5845023469327,0,764.465611017335,700,70000,"13",-0.644054158589951,-0.722960290211499,-0.621810491903458,-0.621810491903458,-0.644054158589951,89390c91c27ffff
"POLYGON ((-4.26157933561218 40.5247443002787,-4.26334421904687 40.5235171119502,-4.26285693934239 40.521663429867,-4.26060489037772 40.5210369523539,-4.25884006172481 40.5222641110595,-4.25932722725406 40.5241177768999,-4.26157933561218 40.5247443002787))","617996767323750399",113.25,0.25,0,0,28.471489409505,0,834.921875,840.3125,134450,"4",-0.644054158589951,-0.722960290211499,-0.621810491903458,-0.621810491903458,-0.644054158589951,89390c91cabffff
"POLYGON ((-4.25756232210664 40.5253448768841,-4.25932722725406 40.5241177768999,-4.25884006172481 40.5222641110595,-4.25658810522344 40.5216375614536,-4.25482325487202 40.5228646318203,-4.25531030622523 40.5247182814092,-4.25756232210664 40.5253448768841))","617996767324012543",305.75,1.75,0,0,29.1712482766489,0,660,660,66000,"4",-0.644054158589951,-0.722960290211499,-0.621810491903458,-0.621810491903458,-0.644054158589951,89390c91cafffff
"POLYGON ((-4.24806790717258 40.5209846684715,-4.24983272438844 40.5197577160548,-4.24934586712729 40.5179040732905,-4.24709430680956 40.5172773992136,-4.24532954441475 40.5185043220219,-4.24581628751588 40.5203579485143,-4.24806790717258 40.5209846684715))","617996767334760447",111.666666666667,0.666666666666667,0,0,29.7112516203562,0,1300,1300,65000,"3",-0.644054158589951,-0.722960290211499,-0.621810491903458,-0.621810491903458,-0.644054158589951,89390c91d53ffff
"POLYGON ((-4.25080651882169 40.5234649921564,-4.25257139085319 40.5222380101295,-4.25208443655271 40.5203843639462,-4.24983272438844 40.5197577160548,-4.24806790717258 40.5209846684715,-4.24855474730461 40.5228382983887,-4.25080651882169 40.5234649921564))","617996767342624767",272.090909090909,1.54545454545455,0,0,29.2346229133607,0,852.18285067423,793.75,60000,"11",-0.644054158589951,-0.722960290211499,-0.621810491903458,-0.621810491903458,-0.644054158589951,89390c91dcbffff
"POLYGON ((-4.25354537938346 40.5259452930483,-4.25531030622523 40.5247182814092,-4.25482325487202 40.5228646318203,-4.25257139085319 40.5222380101295,-4.25080651882169 40.5234649921564,-4.25129345599801 40.5253186254851,-4.25354537938346 40.5259452930483))","617996767343673343",352.8,3.4,0,0,29.2346229133607,0,702.444444444444,730,73000,"5",-0.644054158589951,-0.722960290211499,-0.621810491903458,-0.621810491903458,-0.644054158589951,89390c91ddbffff
"POLYGON ((-4.05760173346354 40.598336965892,-4.05936874181038 40.5971147284321,-4.05888697833155 40.595261998447,-4.05663832085404 40.5946315226074,-4.05487136807561 40.5958537307443,-4.05535301720561 40.5977064440427,-4.05760173346354 40.598336965892))","617996767942410239",44.75,0.25,10.0063912994219,0.860707976425058,69.0145558787589,0,2281.25,2281.25,182500,"4",-0.467376069959134,-0.662019962359556,-0.621810491903458,-0.621810491903458,-0.467376069959134,89390c9418bffff
"POLYGON ((-4.05904705030249 40.6038951068006,-4.06081419060226 40.6026728991741,-4.06033234794362 40.6008201787999,-4.05808347935114 40.6001896827349,-4.05631639462342 40.60141186104,-4.05679812291543 40.6032645647304,-4.05904705030249 40.6038951068006))","617996767942934527",580.4,9.4,10.0392969110439,0.897776707378215,68.8749190573947,0,1334.96923941444,1333.33333333333,136612,"25",-0.459766947338968,-0.661819562565023,-0.621810491903458,-0.621810491903458,-0.459766947338968,89390c94193ffff
"POLYGON ((-4.05503096180214 40.6044866838711,-4.05679812291543 40.6032645647304,-4.05631639462342 40.60141186104,-4.05406761958471 40.6007812931816,-4.05230051405765 40.6020033830064,-4.05278212798237 40.6038560700044,-4.05503096180214 40.6044866838711))","617996767943196671",123.230769230769,1.76923076923077,10.9067035877501,0.90483741803596,69.1615700750779,0,1464.87999972809,1272,186000,"13",-0.458317590649412,-0.656536934125088,-0.621810491903458,-0.621810491903458,-0.458317590649412,89390c94197ffff
"POLYGON ((-4.06177795511407 40.6063783302817,-4.06354515098066 40.6051560933319,-4.0630632115375 40.6033033694397,-4.06081419060226 40.6026728991741,-4.05904705030249 40.6038951068006,-4.05952887537044 40.6057478140149,-4.06177795511407 40.6063783302817))","617996768003227647",351.156862745098,4.58823529411765,11.1450912346166,0.90483741803596,68.6847951472595,0,1548.25251902889,1536.36363636364,139000,"51",-0.458317590649412,-0.655085119887449,-0.621810491903458,-0.621810491903458,-0.458317590649412,89390c9452bffff
"POLYGON ((-4.05776165867617 40.6069699624735,-4.05952887537044 40.6057478140149,-4.05904705030249 40.6038951068006,-4.05679812291543 40.6032645647304,-4.05503096180214 40.6044866838711,-4.05551267249424 40.6063393743988,-4.05776165867617 40.6069699624735))","617996768003489791",451.888888888889,6.72222222222222,10.3463924809041,0.90483741803596,68.7661697915707,0,1391.10352730832,1406.86274509804,143500,"18",-0.458317590649412,-0.659949307430163,-0.621810491903458,-0.621810491903458,-0.458317590649412,89390c9452fffff
"POLYGON ((-4.06450910907985 40.6088615314548,-4.066276360508 40.6076392651798,-4.06579432426688 40.6057865377829,-4.06354515098066 40.6051560933319,-4.06177795511407 40.6063783302817,-4.06225987697144 40.6082310410066,-4.06450910907985 40.6088615314548))","617996768004276223",442,4.25,11.6791526809534,0.90483741803596,68.6847951472595,0,1764.70588235294,1764.70588235294,150000,"4",-0.458317590649412,-0.651832610700173,-0.621810491903458,-0.621810491903458,-0.458317590649412,89390c9453bffff
"POLYGON ((-4.0630632115375 40.6033033694397,-4.06483033100537 40.6020810733282,-4.06434837398078 40.600228336279,-4.06209941185358 40.5995979120152,-4.06033234794362 40.6008201787999,-4.06081419060226 40.6026728991741,-4.0630632115375 40.6033033694397))","617996768007159807",336.351351351351,4.45945945945946,11.4223293924795,0.884561728647167,68.6847951472595,0,1756.63294546647,1590,156000,"37",-0.462479594656582,-0.653396700583457,-0.621810491903458,-0.621810491903458,-0.462479594656582,89390c94567ffff
"POLYGON ((-4.06579432426688 40.6057865377829,-4.06756149928741 40.6045642123427,-4.06707944546973 40.6027114717813,-4.06483033100537 40.6020810733282,-4.0630632115375 40.6033033694397,-4.06354515098066 40.6051560933319,-4.06579432426688 40.6057865377829))","617996768008208383",559.473684210526,8.1578947368421,11.6677778347246,0.869998385185248,68.5803080356899,0,1623.48437990255,1560,150000,"19",-0.465469021683403,-0.651901885110667,-0.621810491903458,-0.621810491903458,-0.465469021683403,89390c94577ffff
"POLYGON ((-4.00494182262037 40.5801216141603,-4.00670847501179 40.5789002595313,-4.00622838173798 40.5770476793489,-4.00398175034817 40.5764164705944,-4.00221515367098 40.5776377959556,-4.00269513266868 40.5794903593379,-4.00494182262037 40.5801216141603))","617996768050937855",153.178294573643,1.35658914728682,37.3790701198653,0,82.668114192985,0,1497.07181595422,1411.76470588235,136950,"129",-0.644054158589951,-0.495316505380001,-0.621810491903458,-0.621810491903458,-0.495316505380001,89390c94803ffff
"POLYGON ((-4.00092845972957 40.5807116255364,-4.00269513266868 40.5794903593379,-4.00221515367098 40.5776377959556,-3.99996861601024 40.5770065155796,-3.99820199879947 40.5782277525157,-3.99868186352043 40.5800802990891,-4.00092845972957 40.5807116255364))","617996768051199999",238.560975609756,2.69105691056911,39.8594327634128,0,83.1563620588525,0,1507.37505986623,1409.09090909091,150000,"123",-0.644054158589951,-0.480210748652475,-0.621810491903458,-0.621810491903458,-0.480210748652475,89390c94807ffff
"POLYGON ((-4.00622838173798 40.5770476793489,-4.00799495786321 40.5758262655633,-4.00751484689402 40.5739736722956,-4.00526827406581 40.5733425096097,-4.00350175364589 40.574563894124,-4.00398175034817 40.5764164705944,-4.00622838173798 40.5770476793489))","617996768051462143",249.719298245614,3.47368421052632,40.8014262479971,0,82.0984916828062,0,1460.21404696151,1421.06227106227,157250,"228",-0.644054158589951,-0.474473876081014,-0.621810491903458,-0.621810491903458,-0.474473876081014,89390c9480bffff
"POLYGON ((-4.00221515367098 40.5776377959556,-4.00398175034817 40.5764164705944,-4.00350175364589 40.574563894124,-4.00125527453326 40.5739326598198,-3.99948873357549 40.5751539559152,-3.99996861601024 40.5770065155796,-4.00221515367098 40.5776377959556))","617996768051724287",198.084507042254,2.52816901408451,41.0611569617946,0,82.7494888372962,0,1508.84780467738,1510.32608695652,155513,"284",-0.644054158589951,-0.472892079569323,-0.621810491903458,-0.621810491903458,-0.472892079569323,89390c9480fffff
"POLYGON ((-4.00766874044537 40.5826054105007,-4.00943544854583 40.5813840266021,-4.00895525868703 40.5795314427208,-4.00670847501179 40.5789002595313,-4.00494182262037 40.5801216141603,-4.00542189819446 40.5819741812473,-4.00766874044537 40.5826054105007))","617996768051986431",204.617647058824,2.05882352941176,34.3120314659164,0,81.3901943690775,0,1695.06807154504,1616.66666666667,149000,"34",-0.644054158589951,-0.513995201376732,-0.621810491903458,-0.621810491903458,-0.513995201376732,89390c94813ffff
"POLYGON ((-4.0036551695322 40.58319547671,-4.00542189819446 40.5819741812473,-4.00494182262037 40.5801216141603,-4.00269513266868 40.5794903593379,-4.00092845972957 40.5807116255364,-4.00140842101834 40.5825641758203,-4.0036551695322 40.58319547671))","617996768052248575",269.547169811321,3.09433962264151,38.460306776732,0.860707976425058,82.5294393894351,0,1589.4844464769,1557.37704918033,155000,"53",-0.467376069959134,-0.488731622340418,-0.621810491903458,-0.488731622340418,-0.467376069959134,89390c94817ffff
"POLYGON ((-4.00895525868703 40.5795314427208,-4.0107218905124 40.5783099996621,-4.01024168296308 40.5764574026881,-4.00799495786321 40.5758262655633,-4.00622838173798 40.5770476793489,-4.00670847501179 40.5789002595313,-4.00895525868703 40.5795314427208))","617996768052510719",225.571428571429,2.7687074829932,36.2112922118226,0,81.5288691726274,0,1680.61517697343,1662.65060240964,144000,"147",-0.644054158589951,-0.502428436789129,-0.621810491903458,-0.621810491903458,-0.502428436789129,89390c9481bffff
"POLYGON ((-3.99418891716086 40.5788175490363,-3.99595555488681 40.577596400526,-3.99547578672021 40.5757438576763,-3.99322949509575 40.5751124801592,-3.99146291311742 40.5763335994146,-3.99194256701525 40.5781861254409,-3.99418891716086 40.5788175490363))","617996768053035007",358.375,5.375,36.661564853073,0,82.5928140261468,0,1252.91473581391,1272.72727272727,154000,"8",-0.644054158589951,-0.499686213188284,-0.621810491903458,-0.621810491903458,-0.499686213188284,89390c94823ffff
"POLYGON ((-3.99820199879947 40.5782277525157,-3.99996861601024 40.5770065155796,-3.99948873357549 40.5751539559152,-3.99724234819743 40.5745226500005,-3.99547578672021 40.5757438576763,-3.99595555488681 40.577596400526,-3.99820199879947 40.5782277525157))","617996768054607871",265.066666666667,3.53333333333333,37.502885144018,0,82.5928140261468,0,1612.47189933662,1666.66666666667,145000,"15",-0.644054158589951,-0.49456245450001,-0.621810491903458,-0.621810491903458,-0.49456245450001,89390c9483bffff
"POLYGON ((-4.00751484689402 40.5739736722956,-4.00928134675774 40.572752199363,-4.00880121809752 40.5708995930203,-4.00655470383061 40.5702684764036,-4.00478825966329 40.5714899200615,-4.00526827406581 40.5733425096097,-4.00751484689402 40.5739736722956))","617996768055394303",260.142857142857,2.28571428571429,40.5812484857931,0,81.6123498181269,0,1379.88095238095,1400,196000,"7",-0.644054158589951,-0.475814789564499,-0.621810491903458,-0.621810491903458,-0.475814789564499,89390c94847ffff
"POLYGON ((-3.9983547899113 40.5868590678658,-4.00012161538815 40.5856379200217,-3.99964167181268 40.5837853828464,-3.99739501705485 40.5831540103286,-3.99562824732417 40.5843751289173,-3.99610807660447 40.5862276492781,-3.9983547899113 40.5868590678658))","617996768061423615",228,1,40.6056585704701,0.860707976425058,80.6939342978851,0,1131.03448275862,1131.03448275862,164000,"1",-0.467376069959134,-0.475666128721783,-0.621810491903458,-0.475666128721783,-0.467376069959134,89390c948a3ffff
"POLYGON ((-3.99964167181268 40.5837853828464,-4.00140842101834 40.5825641758203,-4.00092845972957 40.5807116255364,-3.99868186352043 40.5800802990891,-3.99691517005204 40.5813014768564,-3.99739501705485 40.5831540103286,-3.99964167181268 40.5837853828464))","617996768061947903",152.1,1.1,41.358117890778,0.860707976425058,82.5928140261468,0,1523.82488459253,1582.6048951049,133500,"20",-0.467376069959134,-0.471083545820247,-0.621810491903458,-0.471083545820247,-0.467376069959134,89390c948abffff
"POLYGON ((-4.01569610170303 40.5814247978348,-4.01746276862478 40.5802032370665,-4.01698235019844 40.5783506196226,-4.01473537913311 40.5777195797228,-4.01296876789218 40.5789411112106,-4.01344907203507 40.5807937118776,-4.01569610170303 40.5814247978348))","617996768063520767",253.857142857143,2.42857142857143,36.0664914111667,0,80.2850072447634,0,1467.233814487,1312.5,195000,"7",-0.644054158589951,-0.503310293994304,-0.621810491903458,-0.621810491903458,-0.503310293994304,89390c948c3ffff
"POLYGON ((-4.01168238451478 40.5820151842114,-4.01344907203507 40.5807937118776,-4.01296876789218 40.5789411112106,-4.0107218905124 40.5783099996621,-4.00895525868703 40.5795314427208,-4.00943544854583 40.5813840266021,-4.01168238451478 40.5820151842114))","617996768063782911",343.642857142857,5.5,36.032492103039,0,80.5533354587067,0,1394.02945510114,1325,165000,"42",-0.644054158589951,-0.503517354554104,-0.621810491903458,-0.621810491903458,-0.503517354554104,89390c948c7ffff
"POLYGON ((-4.01296876789218 40.5789411112106,-4.01473537913311 40.5777195797228,-4.01425505730894 40.5758669659661,-4.012008238518 40.5752359004788,-4.01024168296308 40.5764574026881,-4.0107218905124 40.5783099996621,-4.01296876789218 40.5789411112106))","617996768064307199",558.142857142857,10.5714285714286,36.2771159957367,0,80.1582579713399,0,1269.27872954469,1162.79069767442,125000,"7",-0.644054158589951,-0.50202756070382,-0.621810491903458,-0.621810491903458,-0.50202756070382,89390c948cfffff
"POLYGON ((-4.00993334433779 40.5591933018997,-4.01169948354109 40.5579716217642,-4.01121938070261 40.5561189669809,-4.00897325287241 40.555488009121,-4.00720716933506 40.5567096599698,-4.00768715796126 40.5585622979642,-4.00993334433779 40.5591933018997))","617996768084754431",210.5,1.5,22.550777086508,0,77.5541452167507,0,1937.5,1937.5,155000,"2",-0.644054158589951,-0.585622891758244,-0.621810491903458,-0.621810491903458,-0.585622891758244,89390c94a07ffff
"POLYGON ((-4.01121938070261 40.5561189669809,-4.01298544367651 40.55489722775,-4.01250532316386 40.5530445599506,-4.0102592538797 40.552413648167,-4.00849324656283 40.5536353581076,-4.00897325287241 40.555488009121,-4.01121938070261 40.5561189669809))","617996768085278719",53,0,16.1614728943761,0,77.6988944977737,0,1413.79310344828,1413.79310344828,82000,"1",-0.644054158589951,-0.624534651309043,-0.621810491903458,-0.621810491903458,-0.624534651309043,89390c94a0fffff
"POLYGON ((-4.01667239517416 40.5610861194295,-4.01843856944657 40.5598643216122,-4.0179582558455 40.5580116462981,-4.01571188219158 40.5573807855745,-4.01394576356582 40.5586025540977,-4.01442596294666 40.5604552126375,-4.01667239517416 40.5610861194295))","617996768085540863",178.927272727273,2.05454545454545,22.7225926784924,0,77.1571905432578,0,1807.62236772065,1732.65306122449,156000,"110",-0.644054158589951,-0.584576510681161,-0.621810491903458,-0.621810491903458,-0.584576510681161,89390c94a13ffff
"POLYGON ((-4.01265976808262 40.5616769220618,-4.01442596294666 40.5604552126375,-4.01394576356582 40.5586025540977,-4.01169948354109 40.5579716217642,-4.00993334433779 40.5591933018997,-4.01041342949778 40.5610459436565,-4.01265976808262 40.5616769220618))","617996768085803007",341,7,20.5114047829662,0,78.1327242571785,0,1254.54545454545,1254.54545454545,138000,"1",-0.644054158589951,-0.598042955402686,-0.621810491903458,-0.621810491903458,-0.598042955402686,89390c94a17ffff
"POLYGON ((-4.0179582558455 40.5580116462981,-4.01972435387533 40.5567897893881,-4.0192440226142 40.5549371010533,-4.01699770753354 40.5543062863988,-4.01523166514144 40.5555281140112,-4.01571188219158 40.5573807855745,-4.0179582558455 40.5580116462981))","617996768086065151",194,2,19.1124703105155,0,76.2972191656286,0,1764.70588235294,1764.70588235294,150000,"1",-0.644054158589951,-0.60656266274208,-0.621810491903458,-0.621810491903458,-0.60656266274208,89390c94a1bffff
"POLYGON ((-4.00720716933506 40.5567096599698,-4.00897325287241 40.555488009121,-4.00849324656283 40.5536353581076,-4.0062472709189 40.5530043747365,-4.00448124305268 40.5542259963003,-4.00496113515857 40.5560786305191,-4.00720716933506 40.5567096599698))","617996768088162303",280,2.42857142857143,22.3697341903567,0,78.7909525658004,0,1738.09523809524,1750,158000,"7",-0.644054158589951,-0.586725468413163,-0.621810491903458,-0.621810491903458,-0.586725468413163,89390c94a3bffff
"POLYGON ((-4.01811336188521 40.5666440969686,-4.0198796680552 40.5654223289611,-4.01939927554932 40.563569662948,-4.01715269111079 40.5629387817126,-4.01538644059118 40.5641605204276,-4.01586671885905 40.5660131696694,-4.01811336188521 40.5666440969686))","617996768092880895",246.418918918919,2.63513513513514,37.3165368954103,0,78.4772645038961,0,1684.90311329557,1625,189950,"74",-0.644054158589951,-0.495697341496229,-0.621810491903458,-0.621810491903458,-0.495697341496229,89390c94a83ffff
"POLYGON ((-4.01939927554932 40.563569662948,-4.02116550546317 40.5623478358346,-4.02068509529773 40.560495156783,-4.01843856944657 40.5598643216122,-4.01667239517416 40.5610861194295,-4.01715269111079 40.5629387817126,-4.01939927554932 40.563569662948))","617996768093405183",196.666666666667,2.14814814814815,27.2266834877884,0,77.4013144761915,0,1594.34724311959,1526.02739726027,120000,"27",-0.644054158589951,-0.557145965304699,-0.621810491903458,-0.621810491903458,-0.557145965304699,89390c94a8bffff
"POLYGON ((-4.01538644059118 40.5641605204276,-4.01715269111079 40.5629387817126,-4.01667239517416 40.5610861194295,-4.01442596294666 40.5604552126375,-4.01265976808262 40.5616769220618,-4.01313994978982 40.5635295675677,-4.01538644059118 40.5641605204276))","617996768093667327",117.555555555556,1.33333333333333,27.9409614475344,0,78.1327242571785,0,1902.5890421001,1971.42857142857,150750,"36",-0.644054158589951,-0.552795912249423,-0.621810491903458,-0.621810491903458,-0.552795912249423,89390c94a8fffff
"POLYGON ((-4.0208405319864 40.5691276516567,-4.02260689380154 40.5679058543546,-4.02212640471299 40.5660531846246,-4.0198796680552 40.5654223289611,-4.01811336188521 40.5666440969686,-4.0185937367272 40.5684967499331,-4.0208405319864 40.5691276516567))","617996768093929471",141,0.5,37.2620213095404,0,78.4772645038961,0,1576.88848920863,1576.88848920863,203750,"2",-0.644054158589951,-0.496029349067844,-0.621810491903458,-0.621810491903458,-0.496029349067844,89390c94a93ffff
"POLYGON ((-4.02212640471299 40.5660531846246,-4.02389269026309 40.5648313282133,-4.02341218351984 40.5629786454375,-4.02116550546317 40.5623478358346,-4.01939927554932 40.563569662948,-4.0198796680552 40.5654223289611,-4.02212640471299 40.5660531846246))","617996768094453759",273.571428571429,2.14285714285714,31.7006084764919,0,77.1571905432578,0,1585.81317584352,1556.52173913043,179000,"7",-0.644054158589951,-0.529899134010749,-0.621810491903458,-0.621810491903458,-0.529899134010749,89390c94a9bffff
"POLYGON ((-4.01008749535744 40.567825441543,-4.01185384271204 40.5666038503453,-4.01137367868282 40.5647512178835,-4.00912728153759 40.5641201934071,-4.00736098986159 40.5653417553231,-4.00784103965153 40.5671943709961,-4.01008749535744 40.567825441543))","617996768096026623",400,5,26.7128783843852,0,79.6884656553295,0,4537.03703703704,4537.03703703704,490000,"1",-0.644054158589951,-0.560275110519638,-0.621810491903458,-0.621810491903458,-0.560275110519638,89390c94ab3ffff
"POLYGON ((-3.98873715789995 40.5738496280197,-3.99050368412548 40.5726285380173,-3.99002410902722 40.5707760026549,-3.98777812195431 40.5701445741287,-3.98601165148676 40.5713656348799,-3.98649111233346 40.5732181534073,-3.98873715789995 40.5738496280197))","617996768110968831",623.75,4.5,30.7250517663319,0,82.4883269145772,0,1290.3311965812,1280.71581196581,175000,"4",-0.644054158589951,-0.535840411338046,-0.621810491903458,-0.621810491903458,-0.535840411338046,89390c94b97ffff
"POLYGON ((-4.02419139036915 40.606139549717,-4.02595864097632 40.6049180792751,-4.02547780997162 40.6030654961926,-4.02322984272236 40.6024344003101,-4.02146264780563 40.6036558414759,-4.02194336444703 40.6055084077992,-4.02419139036915 40.606139549717))","617996768126697471",411.368421052632,3.63157894736842,6.0249558349754,0,70.2741599329035,0,1468.30354623186,1416.24365482233,235000,"19",-0.644054158589951,-0.686267463308148,-0.621810491903458,-0.621810491903458,-0.644054158589951,89390c94c87ffff
"POLYGON ((-4.02692038201937 40.6086232358439,-4.02868768831181 40.6074017361239,-4.02820676060468 40.6055491494634,-4.02595864097632 40.6049180792751,-4.02419139036915 40.606139549717,-4.02467220370438 40.6079921196242,-4.02692038201937 40.6086232358439))","617996768127746047",397.8125,3.79166666666667,4.6413294296551,0.860707976425058,69.9606985981948,0,1417.33482156004,1385.47619047619,262000,"48",-0.467376069959134,-0.694693942369555,-0.621810491903458,-0.621810491903458,-0.467376069959134,89390c94c97ffff
"POLYGON ((-3.98116424653764 40.6009202634037,-3.98293143860149 40.5996996177898,-3.98245190892064 40.5978471836558,-3.98020530150911 40.5972154119865,-3.97843816526944 40.5984360283753,-3.97891758061644 40.6002884456573,-3.98116424653764 40.6009202634037))","617996768137183231",483.148148148148,5.33333333333333,16.9353877699974,0.951229424500714,75.8455416581534,0,1995.74457292463,2000,180000,"27",-0.448794673173981,-0.619821401063414,-0.621810491903458,-0.619821401063414,-0.448794673173981,89390c94d27ffff
"POLYGON ((-3.98389057678094 40.6034044765683,-3.9856578246638 40.6021838017275,-3.98517819840318 40.6003313639157,-3.98293143860149 40.5996996177898,-3.98116424653764 40.6009202634037,-3.98164375845578 40.6027726843692,-3.98389057678094 40.6034044765683))","617996768138231807",678.25,5.5,16.0754765760082,0,75.5509306364486,0,1820.40441176471,1838.23529411765,119625,"4",-0.644054158589951,-0.625058380961281,-0.621810491903458,-0.621810491903458,-0.625058380961281,89390c94d37ffff
