WKT,CAR_TRANSPORT_TRAIN,CAR_TRANSPORT_BUS,CAR_TRANSPORT_AIRPORT,CAR_TOURISM,CAR_SPORT,CAR_SHOP,CAR_ROUTING_HIGHWAY,CAR_ROUTING_COMPLEXITY,CAR_PARK,CAR_HOTEL,CAR_HEALTH,CAR_EDUCATION,CAR_CAD_VENUES,CAR_CAD_URBAN_LAND,CAR_CAD_SPORT,CAR_CAD_SCHOOLS,CAR_CAD_RESIDENTIAL,CAR_CAD_RELIGION,CAR_CAD_PUBLIC,CAR_CAD_OFFICE,CAR_CAD_INDUSTRY,CAR_CAD_HOTEL,CAR_CAD_COMMERCE,CAR_CAD_AGRICULTURE,H3_INDEX
"POLYGON ((-3.64582608108158 40.4596188058386,-3.64759032575101 40.4584035217261,-3.64712157771398 40.4565520380731,-3.6448886987859 40.4559158561024,-3.64312451081555 40.4571311113297,-3.64359314507363 40.4589825774117,-3.64582608108158 40.4596188058386))",0.64402852585469,0.538236553295027,0.969617741845148,0.831740529257668,0.678497526905824,0.830160440832343,0.345860229591512,0.202102993481894,0.646127791656901,0.893096207245381,0.571655908763257,0.647934070754627,0.773550006246062,0.835405783076382,0.506123666572829,0.520558537202643,0.613969117019774,0.612380456187009,0.677617706307228,0.448541499910336,0.462477607649132,0.711662940809513,0.611569358200975,0.519276578943559,89390ca259bffff
"POLYGON ((-3.63113376725376 40.4588673790389,-3.63289801157101 40.4576523881972,-3.63242970018641 40.455800962086,-3.63019725825504 40.4551645444181,-3.62843307068306 40.4563795063929,-3.62890126829656 40.4582309149015,-3.63113376725376 40.4588673790389))",0.618626990327678,0.671247162475459,0.969617741845148,0.883429589502406,0.544758773541576,0.903910081209908,0.340847643286636,0.197979464956676,0.665913143300222,0.946566661309162,0.708442580213728,0.667304390904573,0.779396606554682,0.881057770445726,0.497929322980088,0.654871680501527,0.649402494442047,0.694578808571508,0.862209372673234,0.687174740978906,0.526159530152766,0.828759114512665,0.705920800470248,0.525417665730312,89390ca25a3ffff
"POLYGON ((-3.6271370052334 40.4594458176137,-3.62890126829656 40.4582309149015,-3.62843307068306 40.4563795063929,-3.62620072377721 40.4557430182066,-3.62443651747311 40.4569578920574,-3.62490460131521 40.4588092829548,-3.6271370052334 40.4594458176137))",0.58104198844597,0.691639990758017,0.969617741845148,0.879201972992322,0.555436419061705,0.912547948954424,0.340468643851786,0.167433893994392,0.661542890723799,0.948276304159868,0.729737170337355,0.643841205206287,0.783102438799638,0.88722434442391,0.494672324897395,0.674849219466102,0.643178005532901,0.711511438363144,0.871326143757021,0.727776713130355,0.544596487839985,0.834810416494594,0.717076706533899,0.522970116717565,89390ca25a7ffff
"POLYGON ((-3.63242970018641 40.455800962086,-3.63419386900807 40.4545859119876,-3.63372553916262 40.4527344730929,-3.63149315425698 40.4520981018951,-3.62972904217165 40.453313123123,-3.63019725825504 40.4551645444181,-3.63242970018641 40.455800962086))",0.648435337276609,0.734961138391798,0.96342329185237,0.891216239427538,0.665062757171985,0.910633748463985,0.339433355778345,0.182643039290979,0.648932264207198,0.937655810259616,0.738428586403548,0.657510425234944,0.841331998775728,0.874432784041995,0.4849970407713,0.660061122795519,0.665902498640368,0.721547518710907,0.838633982555619,0.696130636278737,0.527069030015718,0.826268895058279,0.737995698403779,0.519097790856424,89390ca25abffff
"POLYGON ((-3.62843307068306 40.4563795063929,-3.63019725825504 40.4551645444181,-3.62972904217165 40.453313123123,-3.62749675227805 40.45267668141,-3.62573262145618 40.4538916145199,-3.62620072377721 40.4557430182066,-3.62843307068306 40.4563795063929))",0.621451173271488,0.661535922024684,0.976447384323078,0.883053751419509,0.540009873622702,0.899156525615003,0.335168734505907,0.193088111062118,0.656346105396293,0.948780845490382,0.709766025757378,0.649034650586668,0.764428889581995,0.879988540800221,0.483522283504282,0.648293303295553,0.640175335082228,0.674292999402201,0.867586790274125,0.721652970091373,0.549734626929952,0.822502782747065,0.697103276914566,0.518864875772887,89390ca25afffff
"POLYGON ((-3.63383471119027 40.4613552324297,-3.63559901224797 40.4601402127192,-3.6351306055487 40.4582887818051,-3.63289801157101 40.4576523881972,-3.63113376725376 40.4588673790389,-3.63160206017315 40.4607187923562,-3.63383471119027 40.4613552324297))",0.610994067579704,0.703539119549802,0.969617741845148,0.884224960976868,0.668475746316447,0.896041611064818,0.339363692726843,0.185448551946134,0.649568250142842,0.932292377974429,0.71035628476749,0.669616902594235,0.825559605414137,0.85598914820877,0.508143000031175,0.642137983118511,0.649864874619583,0.690723593100389,0.837693583945237,0.627150101798772,0.489671798781288,0.806010249279204,0.710863714512677,0.518319577104192,89390ca25b3ffff
"POLYGON ((-3.67510317552157 40.4524940815516,-3.67686721243228 40.4512781213197,-3.67639764958607 40.4494265021486,-3.67416416359615 40.4487908607161,-3.672400183279 40.4500067920208,-3.67286963235761 40.4518583936841,-3.67510317552157 40.4524940815516))",0.70612653614488,0.103428668982575,0.945129839026111,0.35145305398115,0.411509134517197,0.159421274853006,0.223044976927573,0.0973442948274904,0.573719343233629,0.167605070343238,0.111239868670904,0.588887515057271,0.116850651852948,0.941163082062455,0.600711462919102,0.215098152695931,0.427113117942795,0.127096779342736,0.104944729779121,0.0750801254439567,0.46414307790202,0.106644305783898,0.121287118486005,0.582738259499376,89390ca24d7ffff
"POLYGON ((-3.65911323502863 40.4548138661368,-3.66087734761485 40.4535982584029,-3.66040823984107 40.4517467093148,-3.65817513324944 40.4511107855017,-3.65641107731199 40.4523263643303,-3.65688007131683 40.4541778958761,-3.65911323502863 40.4548138661368))",0.706255076285299,0.259915190558866,0.945129839026111,0.645768603127557,0.507039875587167,0.439623230238014,0.281330312869379,0.0763157072039958,0.611458175938868,0.688487510024059,0.305797501595315,0.62186756747061,0.498127597141874,0.921726174776348,0.556624958768469,0.345373549683741,0.471928834639402,0.375235793481985,0.423952335561708,0.169736048122929,0.317542116630992,0.369423841584269,0.31173573907392,0.539429839987323,89390ca24a3ffff
"POLYGON ((-3.65511593985728 40.4553934154842,-3.65688007131683 40.4541778958761,-3.65641107731199 40.4523263643303,-3.65417806561625 40.4516903699423,-3.65241399081926 40.4529058606505,-3.65288287105485 40.4547573746455,-3.65511593985728 40.4553934154842))",0.741429694741602,0.331774021319553,0.967827593945504,0.70735500416006,0.493549911526848,0.674838591735138,0.280260038813871,0.256523666879131,0.604449704503313,0.788246524044617,0.396384474358072,0.622089772325496,0.630313023667131,0.920433985936489,0.524910580011905,0.378616205629565,0.522128881663972,0.445537946425448,0.445748256935656,0.234907702061995,0.398813574126246,0.44123220810006,0.396584499613647,0.530787322212977,89390ca24a7ffff
"POLYGON ((-3.66040823984107 40.4517467093148,-3.66217227690076 40.4505310423663,-3.66170315072952 40.4486794805148,-3.65947010125791 40.4480436031499,-3.65770612083808 40.4492592411896,-3.65817513324944 40.4511107855017,-3.66040823984107 40.4517467093148))",0.740017330452356,0.30326056078304,0.945129839026111,0.618837665450147,0.483485711867743,0.566449011880857,0.306606878446612,0.0760736842987111,0.632854040758162,0.650562767083902,0.343428324826068,0.662639130823268,0.531502892928861,0.927594593251864,0.564570590080157,0.36817464800245,0.522093357954164,0.407157609913504,0.371712997366359,0.178818619408263,0.359291294860288,0.381835681469683,0.352254227226216,0.539429839987323,89390ca24abffff
"POLYGON ((-3.65641107731199 40.4523263643303,-3.65817513324944 40.4511107855017,-3.65770612083808 40.4492592411896,-3.6554731662489 40.4486232932529,-3.65370916696509 40.4498388431782,-3.65417806561625 40.4516903699423,-3.65641107731199 40.4523263643303))",0.729073973988877,0.333289477907661,0.952695757332575,0.698378024934257,0.476467939554126,0.680308727249429,0.280684469078762,0.0995157223770573,0.620997509863116,0.766925625385995,0.403635013572372,0.657310275727313,0.624331126975172,0.945199848678415,0.543279051796613,0.397181591717856,0.543533953595149,0.456970145197034,0.407789294581849,0.226635089248341,0.4035395285195,0.439766834839281,0.407221092289851,0.53267239149007,89390ca24afffff
"POLYGON ((-3.661815640137 40.4573013485694,-3.6635798093671 40.4560857119283,-3.6631106062175 40.4542341580774,-3.66087734761485 40.4535982584029,-3.65911323502863 40.4548138661368,-3.65958232440058 40.4566654024512,-3.661815640137 40.4573013485694))",0.745760287001908,0.270621000981041,0.951324289018889,0.661600629771442,0.510751199784006,0.452938424584382,0.281201422115519,0.0755599028331651,0.601421053867211,0.762000442845392,0.310938381894066,0.639216283288899,0.530616226864126,0.921674975164817,0.570208225048424,0.369771520693532,0.477721521094835,0.40005932837609,0.432102003425433,0.208779464221967,0.304487939062722,0.391696105894138,0.329962446977503,0.545749714861211,89390ca24b3ffff
"POLYGON ((-3.65781813628331 40.4578809509609,-3.65958232440058 40.4566654024512,-3.65911323502863 40.4548138661368,-3.65688007131683 40.4541778958761,-3.65511593985728 40.4553934154842,-3.65558491545123 40.4572449342534,-3.65781813628331 40.4578809509609))",0.691005844573606,0.363840523567757,0.951324289018889,0.727217333401113,0.532665809912515,0.640200441781785,0.28059004017409,0.0834273641472511,0.631219690123137,0.790131274447395,0.395115862810636,0.615397826372655,0.626487720395109,0.922219470580525,0.544412244011303,0.387946683205913,0.532506413360769,0.45029787486631,0.467042727121612,0.203968428471854,0.340615480968507,0.454056025306127,0.417803554225718,0.545749714861211,89390ca24b7ffff
"POLYGON ((-3.6631106062175 40.4542341580774,-3.66487469991216 40.4530184622182,-3.66440547836978 40.4511668955964,-3.66217227690076 40.4505310423663,-3.66040823984107 40.4517467093148,-3.66087734761485 40.4535982584029,-3.6631106062175 40.4542341580774))",0.738446562928001,0.250775765743119,0.951324289018889,0.627263886412066,0.483549505879452,0.357865557930572,0.258232075331041,0.0795807543271799,0.592566857849281,0.595321431044605,0.257369997466768,0.621260158195354,0.438076984090832,0.921921315077857,0.562707908001073,0.314478335775252,0.460445857848147,0.349819695200199,0.404893519908894,0.156451658942271,0.289883390110391,0.334692274286499,0.268226869570612,0.545749714861211,89390ca24bbffff
"POLYGON ((-3.67639764958607 40.4494265021486,-3.6781616109526 40.4482104827262,-3.67769202974517 40.4463588508032,-3.67545860092917 40.4457232558064,-3.67369469614727 40.446939246298,-3.67416416359615 40.4487908607161,-3.67639764958607 40.4494265021486))",0.712666029207375,0.0397159349850036,0.945129839026111,0.27189134213223,0.423226256316467,0.14885315462255,0.232381270238542,0.0979812619764593,0.597674444964226,0.0852328472947089,0.106245552248498,0.613763623354161,0.0885613348327236,0.941409421975496,0.610411035537257,0.180903024720301,0.430943599953649,0.0851960989798944,0.0710656820776405,0.0678576971473669,0.471879764683537,0.0756372174979337,0.109244483243099,0.582738259499376,89390ca24c3ffff
"POLYGON ((-3.672400183279 40.4500067920208,-3.67416416359615 40.4487908607161,-3.67369469614727 40.446939246298,-3.67146136213954 40.4463035806971,-3.66969743842086 40.4475194830765,-3.67016679211086 40.4493710799811,-3.672400183279 40.4500067920208))",0.744087227964185,0.0927228585604005,0.945129839026111,0.315565448075628,0.4187109947078,0.16545325220287,0.2325219759,0.0959147012866142,0.57045505741523,0.138035554377099,0.118187065375053,0.620329768049858,0.108866769199953,0.941150451945032,0.596672422430807,0.229823406709231,0.437775223730736,0.133193158349993,0.08276315317738,0.0672894119864574,0.424342723080177,0.0978770717154274,0.123230044029323,0.582738259499376,89390ca24c7ffff
"POLYGON ((-3.67769202974517 40.4463588508032,-3.67945591557206 40.4451427721999,-3.67898631600779 40.4432911275353,-3.67675294436554 40.4426555789749,-3.67498911511438 40.4438716286438,-3.67545860092917 40.4457232558064,-3.67769202974517 40.4463588508032))",0.735070581757867,0.030028917124621,0.945129839026111,0.137693786606915,0.459389023964836,0.0868887139920976,0.233107736479259,0.0912775485290727,0.578638052238635,0.0308688885892442,0.0743029375055344,0.608296134389014,0.0551916388982287,0.936902242039249,0.62433438938722,0.0973899316761459,0.417965054396649,0.0455727063308874,0.0570507703625605,0.054567938715732,0.487567963904325,0.0298090908046568,0.0591473653411588,0.530093816217631,89390ca24cbffff
"POLYGON ((-3.67369469614727 40.446939246298,-3.67545860092917 40.4457232558064,-3.67498911511438 40.4438716286438,-3.67275583826695 40.4432360094824,-3.6709919900746 40.4444519710452,-3.67146136213954 40.4463035806971,-3.67369469614727 40.446939246298))",0.763222033983428,0.0733742873487948,0.945129839026111,0.218009155779721,0.434096927234245,0.123477184484178,0.420323861636397,0.0928089360252749,0.56587748826898,0.0496861939612705,0.0982200830599747,0.632549189135976,0.0752232228152207,0.936902242039249,0.599341202689979,0.17472639330374,0.434298511175832,0.0839878984936488,0.0746432940287585,0.0589048648281623,0.459294802290024,0.0594410125225643,0.0895775976657816,0.585066440138208,89390ca24cfffff
"POLYGON ((-3.67910085041289 40.4519137385688,-3.6808648683592 40.4506976902137,-3.68039519174572 40.4488460535434,-3.6781616109526 40.4482104827262,-3.67639764958607 40.4494265021486,-3.67686721243228 40.4512781213197,-3.67910085041289 40.4519137385688))",0.719205522269872,0.0713112377160513,0.937563920719647,0.325772537905694,0.441147753357086,0.149014242329751,0.221958953640049,0.0994791448418571,0.567005746874434,0.159235495073867,0.0950386535164419,0.57001527910797,0.1099359455989,0.935541003499979,0.621289632867939,0.18188231270268,0.421917682894366,0.115333432356772,0.0887271939334867,0.0730589938573655,0.471961870623467,0.0989755097517056,0.116383564058865,0.530093816217631,89390ca24d3ffff
